28, outside-in_#15, outside, Any, 12.130.132.5, BigIPNATServers-INET-WC_MIG, Any, F5-3DNS-BigIP-Protocols, ['Any'], ['Any'], [], ALLOW, False, FTD-IPS, FTD-IPS, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' Disabled for LTM Clean Ups SA 1.30.20'}]]
29, outside-in_#16, outside, Any, 63.240.21.173, BigIPNATServers-INET-WC_MIG, Any, F5-3DNS-BigIP-Protocols, ['Any'], ['Any'], [], ALLOW, False, FTD-IPS, FTD-IPS, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' Disabled for LTM Clean Ups SA 1.30.20'}]]
30, outside-in_#17, outside, Any, 12.130.132.6, BigIPNATServers-INET-WC_MIG, Any, F5-3DNS-BigIP-Protocols, ['Any'], ['Any'], [], ALLOW, False, FTD-IPS, FTD-IPS, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' Disabled for LTM Clean Ups SA 1.30.20'}]]
31, outside-in_#18, outside, Any, 63.240.21.174, BigIPNATServers-INET-WC_MIG, Any, F5-3DNS-BigIP-Protocols, ['Any'], ['Any'], [], ALLOW, False, FTD-IPS, FTD-IPS, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' Disabled for LTM Clean Ups SA 1.30.20'}]]
32, outside-in_#19, outside, Any, any, 10.15.50.80, Any, obj_tcp_80;obj_tcp_443;obj_tcp_2050-2070, ['Any'], ['Any'], [], ALLOW, True, FTD-IPS, FTD-IPS, NULL, True, False, True, True, NULL, ['Not Applicable']
33, outside-in_#20, outside, Any, 199.107.238.193;199.107.238.194;199.107.238.192, 12.130.132.33;12.130.132.34;12.130.132.35;10.15.50.151;10.15.50.152;10.15.50.153, Any, Any, ['Any'], ['Any'], [], ALLOW, True, FTD-IPS, FTD-IPS, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' SA Test LTM'}]]
34, outside-in_#21, outside, Any, any, any, Any, Any, ['Any'], ['Any'], [], ALLOW, True, FTD-IPS, FTD-IPS, NULL, True, False, True, True, NULL, ['Not Applicable']
35, outside-in_#22, outside, Any, any, 12.130.216.42;12.130.216.43;10.15.50.250;10.15.50.251, Any, 53;53, ['Any'], ['Any'], [], ALLOW, True, FTD-IPS, FTD-IPS, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' Lexi Inbound DNS'}]]
36, outside-in_#23, outside, Any, Conport, OBJ-10.15.50.70, Any, 443, ['Any'], ['Any'], [], ALLOW, True, FTD-IPS, FTD-IPS, NULL, True, False, True, True, NULL, ['Not Applicable']
37, DMZ1550_access_in_#1, DMZ1550, Any, any, any, Any, Any, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
38, DMZ1550_access_in_#2, DMZ1550, Any, any, BlockOut-WC_MIG, Any, Any, ['Any'], ['Any'], [], BLOCK, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' Block to INET SA 12.23.18'}]]
39, DMZ1550_access_in_#3, DMZ1550, Any, 10.15.50.0/24, any, Any, obj_tcp_80;obj_tcp_443;obj_tcp_5055;obj_tcp_5057, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' SA 6.24.13'}]]
40, DMZ1550_access_in_#4, DMZ1550, Any, 10.15.50.254, 10.1.101.78;10.1.101.79, Any, 49, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' For TACACS Waltham'}]]
41, DMZ1550_access_in_#5, DMZ1550, Any, 10.15.50.0/24, 10.1.101.193;Waltham_Central_DB_4.17.19-WC_MIG, Any, Cisco-LMS-UDP, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
42, DMZ1550_access_in_#6, DMZ1550, Any, 10.15.50.0/24, 10.1.101.193;Waltham_Central_DB_4.17.19-WC_MIG, Any, Cisco-LMS-TCP, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
43, DMZ1550_access_in_#7, DMZ1550, Any, 10.15.50.0/24, RH-Servers, Any, 80, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
44, DMZ1550_access_in_#8, DMZ1550, Any, 10.15.50.0/24, RH-Servers, Any, 443, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
45, DMZ1550_access_in_#9, DMZ1550, Any, 10.15.50.0/24, any, Any, obj_udp_53;obj_udp_123, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' vlan 1550 for DNS lookups'}]]
46, DMZ1550_access_in_#10, DMZ1550, Any, 10.15.50.0/24, any, Any, 53, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' vlan 1550 for DNS lookups'}]]
47, DMZ1550_access_in_#11, DMZ1550, Any, 10.15.50.175;10.15.50.176, any, Any, 25, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' SMTP outbound from webservers for FC'}]]
48, DMZ1550_access_in_#12, DMZ1550, Any, 10.15.50.250;10.15.50.251, any, Any, 25, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' SMTP outbound for Lexi'}]]
49, DMZ1550_access_in_#13, DMZ1550, Any, 10.15.50.151, BigIPNATServers-INET-WC_MIG, Any, F5-3DNS-BigIP-Protocols, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
50, DMZ1550_access_in_#14, DMZ1550, Any, 10.15.50.152, BigIPNATServers-INET-WC_MIG, Any, F5-3DNS-BigIP-Protocols, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
51, DMZ1550_access_in_#15, DMZ1550, Any, 10.15.50.153, BigIPNATServers-INET-WC_MIG, Any, F5-3DNS-BigIP-Protocols, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
52, DMZ1550_access_in_#16, DMZ1550, Any, BigIPNATServers-INET_real, WalthamDNSServers-WC_MIG, Any, 53, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
53, DMZ1550_access_in_#17, DMZ1550, Any, BigIPNATServers-INET_real, utd-dc02, Any, 123, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
54, DMZ1550_access_in_#18, DMZ1550, Any, BigIPNATServers-INET_real, utd-dc01, Any, 123, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
55, DMZ1550_access_in_#19, DMZ1550, Any, BigIPNATServers-INET_real1-WC_MIG, 10.15.54.0/24, Any, Any, ['Any'], ['Any'], [], BLOCK, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
56, DMZ1550_access_in_#20, DMZ1550, Any, BigIPNATServers-INET_real1-WC_MIG, 10.15.56.0/24, Any, Any, ['Any'], ['Any'], [], BLOCK, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
57, DMZ1550_access_in_#21, DMZ1550, Any, BigIPNATServers-INET_real1-WC_MIG, 10.15.58.0/24, Any, Any, ['Any'], ['Any'], [], BLOCK, True, NULL, Default-Set, NULL, True, False, True, True, NULL, ['Not Applicable']
58, DMZ1550_access_in_#22, DMZ1550, Any, BigIPNATServers-INET_real1-WC_MIG, any, Any, Any, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
59, DMZ1550_access_in_#23, DMZ1550, Any, 10.15.50.175;10.15.50.176, any, Any, obj_tcp_80;obj_tcp_443, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' FC for windows patching'}]]
60, DMZ1550_access_in_#24, DMZ1550, Any, 10.15.50.80, any, Any, obj_tcp_80;obj_tcp_443, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
61, DMZ1550_access_in_#25, DMZ1550, Any, 10.15.50.0/24, UTD_IDC_Public-WC_MIG, Any, obj_tcp_80;obj_tcp_443, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
62, DMZ1550_access_in_#26, DMZ1550, Any, 10.15.50.0/24, Nagios_Servers, Any, obj_tcp_80;obj_tcp_5567;obj_tcp_5666;obj_tcp_22;obj_tcp_12489;obj_tcp_161, ['Any'], ['Any'], [], ALLOW, False, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' For 1550 to Waltham Nagios'}]]
63, DMZ1550_access_in_#27, DMZ1550, Any, 10.15.50.0/24, any, Any, obj_tcp_80;obj_tcp_443, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' vlan 50 out to INET'}]]
64, DMZ1550_access_in_#28, DMZ1550, Any, 10.15.50.0/24, any, Any, 123, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' vlan 2050 out to INET NTP'}]]
65, DMZ1550_access_in_#29, DMZ1550, Any, 10.15.50.0/24, 10.20.50.0/24;10.25.50.0/24;10.30.50.0/24;10.20.200.0/24;10.35.50.0/24, Any, Any, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' FM VPN'}]]
66, DMZ1550_access_in_#30, DMZ1550, Any, WebServers-INET_real-WC_MIG, pf_idf_medcity_net, Any, 9443, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' For PING_HCA 3.8.16 SA'}]]
67, DMZ1550_access_in_#31, DMZ1550, Any, 10.15.50.0/24, awsmtp0102p, Any, obj_tcp_587;obj_tcp_25, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' DMZ50 smtp to internal postfix server'}]]
68, DMZ1550_access_in_#32, DMZ1550, Any, 10.15.50.0/24, any, Any, SJ-SMTP, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' SJ SMTP out  SA 6.15.20'}]]
69, DMZ1550_access_in_#33, DMZ1550, Any, 10.15.50.0/24, EC-DMZ2064, Any, Any, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
70, DMZ1554_access_in_#1, DMZ1554, Any, 10.15.54.249, ISE-SERVERS, Any, 49, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
71, DMZ1554_access_in_#2, DMZ1554, Any, any, BlockOut-WC_MIG, Any, Any, ['Any'], ['Any'], [], BLOCK, True, NULL, Default-Set, NULL, True, False, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' Block to INET SA 12.23.18'}]]
72, DMZ1554_access_in_#3, DMZ1554, Any, 10.15.54.251, 10.2.251.57, Any, Any, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
73, DMZ1554_access_in_#4, DMZ1554, Any, OBJ-10.15.48.0, FMC-IP, Any, Any, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
74, DMZ1554_access_in_#5, DMZ1554, Any, 10.15.54.60, 10.15.50.236, Any, Any, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
75, DMZ1554_access_in_#6, DMZ1554, Any, 10.15.54.252;10.15.54.253;10.15.54.254, 10.1.101.78;10.1.101.79, Any, 49, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' For TACACS Waltham'}]]
76, DMZ1554_access_in_#7, DMZ1554, Any, 10.15.54.60, 10.15.50.235, Any, Any, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
77, DMZ1554_access_in_#8, DMZ1554, Any, FC_WebServers_Bk-WC_MIG, FC_ADServer-WC_MIG;FC_DAS-WC_MIG;FC_DatabaseServers_Content-WC_MIG;FC_DatabaseServers_User-WC_MIG, Any, Any, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
78, DMZ1554_access_in_#9, DMZ1554, Any, Tomcat-Servers-WC_MIG, Database-Servers-WC_MIG, Any, 1521, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, ['Not Applicable']
79, DMZ1554_access_in_#10, DMZ1554, Any, Tomcat-Servers-WC_MIG, OpenAthens_1, Any, 443, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' OpenAthens 443'}]]
80, DMZ1554_access_in_#11, DMZ1554, Any, Tomcat-Servers-WC_MIG, OpenAthens_2, Any, OpenAthens, ['Any'], ['Any'], [], ALLOW, True, NULL, Default-Set, NULL, False, True, True, True, NULL, [[{'user': {'name': 'plesogor', 'type': 'User'}, 'date': '2022-06-10T04:32:36.000+0000', 'comment': ' OpenAthens 5055 and 5057'}]]
